Location 1 - Suction On,,,,,,,,Location 1 - Suction Off,,,,,,,,Location 4 - Suction On,,,,,,,,Location 4 - Suction Off,,,,,,
Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation
32.17851,7.91E+07,1.32E+07,1.15E+08,3.26E+07,2.66E+07,1.30E+07,,32.17851,7.29E+07,1.27E+07,1.60E+08,2.22E+07,4.37E+07,7978956.774,,32.17851,2.97E+07,1.92E+07,1.48E+07,1.06E+07,3.01E+06,2.04E+06,,32.17851,5.74E+07,4.82E+07,1.67E+08,7.57E+07,5.73E+07,4.29E+07
32.24847,8.01E+07,9927798.798,1.17E+08,3.32E+07,2.75E+07,1.38E+07,,32.24847,7.33E+07,1.34E+07,1.58E+08,2.19E+07,4.34E+07,7889853.296,,32.24847,3.01E+07,1.93E+07,1.51E+07,1.08E+07,3.04E+06,2.06E+06,,32.24847,6.03E+07,3.47E+07,1.66E+08,5.22E+07,5.43E+07,3.00E+07
32.31842,8.10E+07,9678482.493,1.19E+08,3.53E+07,2.83E+07,1.50E+07,,32.31842,7.37E+07,1.41E+07,1.56E+08,2.17E+07,4.30E+07,7800798.468,,32.31842,3.05E+07,1.95E+07,1.55E+07,1.11E+07,3.07E+06,2.09E+06,,32.31842,6.32E+07,2.13E+07,1.65E+08,2.91E+07,5.13E+07,1.71E+07
32.38837,8.20E+07,1.19E+07,1.20E+08,3.78E+07,2.88E+07,1.62E+07,,32.38837,7.41E+07,1.46E+07,1.55E+08,2.15E+07,4.27E+07,7706972.196,,32.38837,3.10E+07,2.00E+07,1.60E+07,1.18E+07,3.15E+06,2.22E+06,,32.38837,6.49E+07,1.10E+07,1.66E+08,1.33E+07,4.92E+07,6.87E+06
32.45832,8.33E+07,9649986.789,1.13E+08,3.63E+07,2.69E+07,1.54E+07,,32.45832,7.43E+07,1.36E+07,1.55E+08,2.15E+07,4.25E+07,7578989.444,,32.45832,3.21E+07,2.25E+07,1.79E+07,1.54E+07,3.62E+06,3.03E+06,,32.45832,5.80E+07,1.95E+07,1.73E+08,3.01E+07,5.46E+07,1.49E+07
32.52828,8.47E+07,7666882.486,1.06E+08,3.72E+07,2.49E+07,1.50E+07,,32.52828,7.46E+07,1.26E+07,1.56E+08,2.16E+07,4.23E+07,7453045.902,,32.52828,3.32E+07,2.49E+07,1.98E+07,1.90E+07,4.09E+06,3.88E+06,,32.52828,5.11E+07,2.87E+07,1.81E+08,4.71E+07,5.99E+07,2.35E+07
32.59823,8.55E+07,6781127.372,1.01E+08,3.99E+07,2.36E+07,1.52E+07,,32.59823,7.50E+07,1.18E+07,1.55E+08,2.16E+07,4.20E+07,7385688.369,,32.59823,3.39E+07,2.69E+07,2.13E+07,2.17E+07,4.44E+06,4.53E+06,,32.59823,4.55E+07,3.43E+07,1.88E+08,5.73E+07,6.43E+07,2.89E+07
32.66818,8.42E+07,8537442.511,1.05E+08,4.21E+07,2.48E+07,1.60E+07,,32.66818,7.63E+07,1.21E+07,1.53E+08,2.19E+07,4.12E+07,7611077.199,,32.66818,3.31E+07,2.69E+07,2.07E+07,2.09E+07,4.33E+06,4.37E+06,,32.66818,4.55E+07,2.37E+07,1.89E+08,3.89E+07,6.47E+07,2.05E+07
32.73814,8.28E+07,1.03E+07,1.10E+08,4.44E+07,2.60E+07,1.70E+07,,32.73814,7.76E+07,1.25E+07,1.51E+08,2.24E+07,4.05E+07,7918243.365,,32.73814,3.23E+07,2.71E+07,2.02E+07,2.01E+07,4.22E+06,4.22E+06,,32.73814,4.54E+07,1.34E+07,1.91E+08,2.05E+07,6.50E+07,1.22E+07
32.80809,8.17E+07,1.15E+07,1.13E+08,4.56E+07,2.71E+07,1.75E+07,,32.80809,7.84E+07,1.26E+07,1.50E+08,2.22E+07,4.00E+07,8015078.437,,32.80809,3.14E+07,2.52E+07,1.92E+07,1.78E+07,4.02E+06,3.72E+06,,32.80809,4.67E+07,5.97E+06,1.90E+08,7.27E+06,6.40E+07,5.84E+06
32.87804,8.14E+07,1.11E+07,1.15E+08,4.32E+07,2.77E+07,1.62E+07,,32.87804,7.78E+07,1.16E+07,1.49E+08,1.97E+07,4.02E+07,7417044.765,,32.87804,3.02E+07,1.71E+07,1.71E+07,1.08E+07,3.57E+06,2.20E+06,,32.87804,5.18E+07,3.94E+06,1.81E+08,8.77E+06,5.91E+07,5.30E+06
32.948,8.11E+07,1.13E+07,1.17E+08,4.12E+07,2.83E+07,1.51E+07,,32.948,7.73E+07,1.06E+07,1.49E+08,1.73E+07,4.03E+07,6972751.037,,32.948,2.91E+07,1.13E+07,1.49E+07,5.26E+06,3.13E+06,9.74E+05,,32.948,5.69E+07,3.44E+06,1.73E+08,1.03E+07,5.43E+07,4.75E+06
33.01795,8.11E+07,1.13E+07,1.18E+08,3.93E+07,2.87E+07,1.42E+07,,33.01795,7.71E+07,9680001.224,1.48E+08,1.51E+07,4.00E+07,6355857.173,,33.01795,2.85E+07,1.17E+07,1.36E+07,5.93E+06,2.84E+06,1.19E+06,,33.01795,5.97E+07,1.11E+06,1.69E+08,1.41E+07,5.16E+07,6.16E+06
33.0879,8.15E+07,9973667.244,1.18E+08,3.69E+07,2.84E+07,1.35E+07,,33.0879,7.78E+07,8806387.329,1.46E+08,1.27E+07,3.87E+07,5085782.117,,33.0879,2.88E+07,1.57E+07,1.38E+07,8.04E+06,2.88E+06,1.58E+06,,33.0879,5.80E+07,8.68E+06,1.70E+08,2.79E+07,5.32E+07,1.33E+07
33.15786,8.20E+07,8781707.014,1.19E+08,3.45E+07,2.82E+07,1.29E+07,,33.15786,7.85E+07,8125521.74,1.44E+08,1.04E+07,3.75E+07,3817062.583,,33.15786,2.92E+07,2.01E+07,1.39E+07,1.05E+07,2.92E+06,2.05E+06,,33.15786,5.64E+07,1.84E+07,1.72E+08,4.36E+07,5.49E+07,2.10E+07
33.22781,8.32E+07,7382119.042,1.17E+08,3.25E+07,2.74E+07,1.22E+07,,33.22781,7.93E+07,7421057.283,1.43E+08,9069630.844,3.67E+07,2851567.104,,33.22781,2.94E+07,2.18E+07,1.41E+07,1.12E+07,2.95E+06,2.22E+06,,33.22781,5.50E+07,2.41E+07,1.73E+08,5.37E+07,5.62E+07,2.57E+07
33.29776,8.53E+07,5512620.281,1.12E+08,3.13E+07,2.57E+07,1.15E+07,,33.29776,8.05E+07,6504787.146,1.43E+08,8975528.163,3.68E+07,2360234.583,,33.29776,2.95E+07,1.98E+07,1.42E+07,9.78E+06,2.98E+06,1.98E+06,,33.29776,5.40E+07,2.39E+07,1.75E+08,5.49E+07,5.68E+07,2.57E+07
33.36772,8.75E+07,3672074.261,1.08E+08,3.03E+07,2.40E+07,1.08E+07,,33.36772,8.16E+07,5796120.692,1.43E+08,8920389.508,3.68E+07,1928568.519,,33.36772,2.96E+07,1.92E+07,1.42E+07,9.24E+06,3.00E+06,1.90E+06,,33.36772,5.31E+07,2.38E+07,1.77E+08,5.61E+07,5.75E+07,2.58E+07
33.43767,8.87E+07,2161995.834,1.04E+08,2.92E+07,2.26E+07,1.04E+07,,33.43767,8.24E+07,6196114.459,1.43E+08,9724549.553,3.68E+07,2259924.988,,33.43767,2.88E+07,1.90E+07,1.38E+07,9.24E+06,2.89E+06,1.87E+06,,33.43767,5.40E+07,2.13E+07,1.75E+08,5.09E+07,5.61E+07,2.25E+07
33.50762,8.90E+07,967906.7954,1.01E+08,2.86E+07,2.17E+07,1.04E+07,,33.50762,8.29E+07,7615896.264,1.42E+08,1.15E+07,3.66E+07,3388397.962,,33.50762,2.71E+07,1.82E+07,1.29E+07,8.92E+06,2.62E+06,1.74E+06,,33.50762,5.70E+07,1.73E+07,1.68E+08,4.02E+07,5.25E+07,1.65E+07
33.57758,8.92E+07,389807.891,9.81E+07,2.91E+07,2.08E+07,1.06E+07,,33.57758,8.33E+07,9049915.559,1.41E+08,1.33E+07,3.65E+07,4531254.712,,33.57758,2.54E+07,1.73E+07,1.20E+07,8.61E+06,2.35E+06,1.62E+06,,33.57758,6.00E+07,1.60E+07,1.62E+08,3.29E+07,4.88E+07,1.35E+07
33.64753,8.89E+07,1397411.32,9.44E+07,3.20E+07,1.98E+07,1.14E+07,,33.64753,8.32E+07,9614465.688,1.40E+08,1.51E+07,3.63E+07,5377930.887,,33.64753,2.41E+07,1.62E+07,1.13E+07,7.87E+06,2.19E+06,1.49E+06,,33.64753,6.51E+07,1.47E+07,1.51E+08,2.80E+07,4.38E+07,1.25E+07
33.71748,8.80E+07,2451468.491,9.00E+07,3.62E+07,1.85E+07,1.25E+07,,33.71748,8.27E+07,9440391.655,1.39E+08,1.69E+07,3.61E+07,5971336.665,,33.71748,2.33E+07,1.50E+07,1.08E+07,6.96E+06,2.13E+06,1.37E+06,,33.71748,7.21E+07,1.17E+07,1.36E+08,2.45E+07,3.77E+07,1.06E+07
33.78744,8.71E+07,3537974.54,8.56E+07,4.05E+07,1.73E+07,1.36E+07,,33.78744,8.23E+07,9266491.191,1.37E+08,1.87E+07,3.58E+07,6565162.602,,33.78744,2.24E+07,1.43E+07,1.03E+07,6.40E+06,2.08E+06,1.30E+06,,33.78744,7.91E+07,9.92E+06,1.22E+08,2.60E+07,3.16E+07,9.88E+06
33.85739,8.66E+07,4190914.8,8.35E+07,4.23E+07,1.69E+07,1.41E+07,,33.85739,8.18E+07,8943898.384,1.38E+08,1.84E+07,3.61E+07,6388027.15,,33.85739,2.36E+07,1.50E+07,1.11E+07,6.87E+06,2.25E+06,1.43E+06,,33.85739,8.01E+07,8.49E+06,1.22E+08,2.38E+07,3.14E+07,8.65E+06
33.92734,8.64E+07,4579930.94,8.30E+07,4.24E+07,1.69E+07,1.43E+07,,33.92734,8.14E+07,8533603.877,1.40E+08,1.68E+07,3.68E+07,5728906.64,,33.92734,2.60E+07,1.68E+07,1.27E+07,8.36E+06,2.56E+06,1.72E+06,,33.92734,7.74E+07,7.28E+06,1.33E+08,1.71E+07,3.49E+07,6.66E+06
33.9973,8.62E+07,4983603.64,8.25E+07,4.26E+07,1.70E+07,1.45E+07,,33.9973,8.09E+07,8132133.557,1.42E+08,1.51E+07,3.75E+07,5078226.04,,33.9973,2.85E+07,1.90E+07,1.43E+07,1.03E+07,2.88E+06,2.07E+06,,33.9973,7.46E+07,7.58E+06,1.43E+08,1.07E+07,3.85E+07,4.95E+06
34.06725,8.59E+07,3611650.27,8.36E+07,4.44E+07,1.76E+07,1.56E+07,,34.06725,8.07E+07,7548171.883,1.43E+08,1.33E+07,3.79E+07,4101342.071,,34.06725,3.08E+07,2.03E+07,1.60E+07,1.17E+07,3.34E+06,2.42E+06,,34.06725,6.81E+07,6.21E+06,1.54E+08,6.00E+06,4.34E+07,2.96E+06
34.1372,8.55E+07,1689380.635,8.56E+07,4.70E+07,1.85E+07,1.70E+07,,34.1372,8.05E+07,7269108.786,1.44E+08,1.15E+07,3.82E+07,2987251.482,,34.1372,3.31E+07,2.09E+07,1.79E+07,1.29E+07,3.88E+06,2.77E+06,,34.1372,6.00E+07,3.71E+06,1.66E+08,6.67E+06,4.90E+07,2.56E+06
34.20716,8.51E+07,1830543.282,8.75E+07,4.98E+07,1.94E+07,1.86E+07,,34.20716,8.03E+07,7496913.817,1.45E+08,9596005.599,3.85E+07,1926051.062,,34.20716,3.54E+07,2.16E+07,1.97E+07,1.40E+07,4.41E+06,3.13E+06,,34.20716,5.19E+07,1.85E+06,1.77E+08,1.15E+07,5.45E+07,4.69E+06
34.27711,8.53E+07,1750283.805,8.62E+07,4.74E+07,1.89E+07,1.79E+07,,34.27711,8.06E+07,7555682.624,1.43E+08,1.07E+07,3.81E+07,2277678.364,,34.27711,3.60E+07,1.99E+07,1.96E+07,1.21E+07,4.34E+06,2.69E+06,,34.27711,5.11E+07,9.36E+05,1.80E+08,1.33E+07,5.59E+07,6.18E+06
34.34706,8.58E+07,1561737.99,8.39E+07,4.35E+07,1.80E+07,1.64E+07,,34.34706,8.10E+07,8153023.806,1.40E+08,1.30E+07,3.75E+07,3111179.968,,34.34706,3.59E+07,1.84E+07,1.87E+07,9.98E+06,4.07E+06,2.17E+06,,34.34706,5.26E+07,4.01E+06,1.80E+08,1.40E+07,5.58E+07,7.46E+06
34.41702,8.63E+07,2050600.4,8.16E+07,3.96E+07,1.71E+07,1.50E+07,,34.41702,8.13E+07,9392226.94,1.38E+08,1.55E+07,3.68E+07,3966937.042,,34.41702,3.59E+07,1.82E+07,1.79E+07,9.33E+06,3.80E+06,2.00E+06,,34.41702,5.42E+07,7.20E+06,1.80E+08,1.49E+07,5.57E+07,8.85E+06
34.48697,8.71E+07,3357969.973,8.09E+07,3.72E+07,1.68E+07,1.40E+07,,34.48697,8.06E+07,1.01E+07,1.39E+08,1.68E+07,3.76E+07,4034107.823,,34.48697,3.63E+07,1.44E+07,1.81E+07,7.00E+06,3.83E+06,1.57E+06,,34.48697,5.24E+07,8.09E+06,1.83E+08,1.95E+07,5.73E+07,1.04E+07
34.55692,8.78E+07,5210523.02,8.04E+07,3.51E+07,1.66E+07,1.31E+07,,34.55692,7.97E+07,1.06E+07,1.40E+08,1.80E+07,3.88E+07,3986671.848,,34.55692,3.69E+07,1.06E+07,1.85E+07,5.00E+06,3.91E+06,1.21E+06,,34.55692,4.98E+07,9.73E+06,1.86E+08,2.66E+07,5.92E+07,1.34E+07
34.62688,8.86E+07,7194573.18,7.99E+07,3.31E+07,1.64E+07,1.23E+07,,34.62688,7.87E+07,1.13E+07,1.42E+08,1.92E+07,3.99E+07,4001800.453,,34.62688,3.74E+07,9176832.704,1.90E+07,5.19E+06,4.00E+06,1.23E+06,,34.62688,4.73E+07,1.22E+07,1.89E+08,3.45E+07,6.11E+07,1.74E+07
34.69683,8.80E+07,5991556.046,8.25E+07,3.68E+07,1.71E+07,1.33E+07,,34.69683,7.84E+07,1.17E+07,1.42E+08,1.97E+07,4.01E+07,4366794.454,,34.69683,3.63E+07,1.24E+07,1.82E+07,6.12E+06,3.82E+06,1.44E+06,,34.69683,5.70E+07,1.16E+07,1.68E+08,3.20E+07,5.25E+07,1.49E+07
34.76678,8.73E+07,4703394.782,8.54E+07,4.12E+07,1.79E+07,1.45E+07,,34.76678,7.80E+07,1.23E+07,1.43E+08,2.02E+07,4.02E+07,4902701.374,,34.76678,3.50E+07,1.95E+07,1.73E+07,9.99E+06,3.60E+06,2.13E+06,,34.76678,6.82E+07,1.21E+07,1.43E+08,3.43E+07,4.27E+07,1.36E+07
34.83674,8.65E+07,4024090.233,8.83E+07,4.56E+07,1.87E+07,1.57E+07,,34.83674,7.77E+07,1.31E+07,1.43E+08,2.10E+07,4.03E+07,5540103.946,,34.83674,3.37E+07,2.77E+07,1.65E+07,1.48E+07,3.39E+06,3.00E+06,,34.83674,7.94E+07,1.41E+07,1.19E+08,4.18E+07,3.29E+07,1.50E+07
34.90669,8.68E+07,3071350.004,8.55E+07,4.31E+07,1.77E+07,1.47E+07,,34.90669,7.99E+07,1.19E+07,1.41E+08,1.88E+07,3.84E+07,5502902.173,,34.90669,2.95E+07,2.45E+07,1.40E+07,1.26E+07,2.91E+06,2.57E+06,,34.90669,7.97E+07,1.68E+07,1.23E+08,4.35E+07,3.39E+07,1.59E+07
34.97664,8.71E+07,2866158.88,8.25E+07,4.04E+07,1.67E+07,1.37E+07,,34.97664,8.23E+07,1.09E+07,1.38E+08,1.81E+07,3.65E+07,5764776.017,,34.97664,2.53E+07,2.10E+07,1.16E+07,1.02E+07,2.42E+06,2.10E+06,,34.97664,7.97E+07,1.98E+07,1.29E+08,4.57E+07,3.52E+07,1.70E+07
35.0466,8.74E+07,3542530.762,7.98E+07,3.76E+07,1.58E+07,1.25E+07,,35.0466,8.45E+07,1.02E+07,1.35E+08,1.93E+07,3.46E+07,6291180.008,,35.0466,2.13E+07,1.81E+07,9.41E+06,8.37E+06,2.00E+06,1.75E+06,,35.0466,7.96E+07,2.26E+07,1.34E+08,4.82E+07,3.65E+07,1.81E+07
35.11655,8.78E+07,3533599.265,8.63E+07,3.17E+07,1.77E+07,1.01E+07,,35.11655,8.47E+07,1.09E+07,1.35E+08,1.91E+07,3.47E+07,6239725.298,,35.11655,2.68E+07,2.59E+07,1.65E+07,1.87E+07,3.55E+06,4.10E+06,,35.11655,7.92E+07,1.92E+07,1.34E+08,4.11E+07,3.64E+07,1.58E+07
35.1865,8.82E+07,3576046.056,9.29E+07,2.92E+07,1.96E+07,8533041.148,,35.1865,8.49E+07,1.16E+07,1.36E+08,1.90E+07,3.49E+07,6190364.826,,35.1865,3.23E+07,3.43E+07,2.35E+07,2.96E+07,5.09E+06,6534484.18,,35.1865,7.88E+07,1.59E+07,1.33E+08,3.47E+07,3.64E+07,1.36E+07
35.25646,8.86E+07,3676836.143,9.87E+07,3.03E+07,2.12E+07,8118183.439,,35.25646,8.51E+07,1.21E+07,1.37E+08,1.88E+07,3.51E+07,6092743.825,,35.25646,3.68E+07,4.14E+07,2.92E+07,3.86E+07,6.35E+06,8532578.088,,35.25646,7.86E+07,1.31E+07,1.33E+08,3.05E+07,3.62E+07,1.20E+07
35.32641,8.84E+07,3957753.621,9.80E+07,2.95E+07,2.09E+07,7862918.948,,35.32641,8.46E+07,1.10E+07,1.37E+08,1.67E+07,3.50E+07,5573461.97,,35.32641,3.26E+07,3.63E+07,2.37E+07,3.03E+07,5.14E+06,6713396.38,,35.32641,7.92E+07,1.50E+07,1.30E+08,3.49E+07,3.56E+07,1.28E+07
35.39636,8.82E+07,4368728.215,9.72E+07,2.88E+07,2.06E+07,7609018.908,,35.39636,8.42E+07,1.01E+07,1.37E+08,1.46E+07,3.48E+07,5063875.516,,35.39636,2.83E+07,3.12E+07,1.81E+07,2.21E+07,3.93E+06,4901129.946,,35.39636,7.99E+07,1.75E+07,1.28E+08,4.03E+07,3.51E+07,1.39E+07
35.46632,8.81E+07,4781797.645,9.62E+07,2.79E+07,2.02E+07,7376938.232,,35.46632,8.39E+07,9258882.563,1.37E+08,1.29E+07,3.47E+07,4631201.726,,35.46632,2.44E+07,2.62E+07,1.32E+07,1.49E+07,2.85E+06,3282558.135,,35.46632,8.03E+07,1.93E+07,1.27E+08,4.46E+07,3.47E+07,1.48E+07
35.53627,8.87E+07,4799852.236,9.40E+07,2.70E+07,1.96E+07,7377638.271,,35.53627,8.45E+07,8967408.527,1.36E+08,1.34E+07,3.44E+07,4532071.901,,35.53627,2.16E+07,2.20E+07,1.10E+07,1.16E+07,2.36E+06,2508110.705,,35.53627,7.90E+07,1.67E+07,1.28E+08,4.17E+07,3.50E+07,1.35E+07
35.60622,8.93E+07,4848282.59,9.18E+07,2.65E+07,1.91E+07,7608073.091,,35.60622,8.50E+07,8738827.741,1.35E+08,1.39E+07,3.41E+07,4481867.023,,35.60622,1.87E+07,1.79E+07,8.86E+06,8.40E+06,1.86E+06,1769443.403,,35.60622,7.77E+07,1.51E+07,1.30E+08,4.03E+07,3.54E+07,1.29E+07
35.67618,8.95E+07,4626959.103,9.10E+07,2.66E+07,1.89E+07,8008037.877,,35.67618,8.54E+07,8607106.329,1.35E+08,1.44E+07,3.39E+07,4426258.021,,35.67618,1.68E+07,1.50E+07,7.36E+06,6.23E+06,1.51E+06,1274264.657,,35.67618,7.77E+07,1.43E+07,1.28E+08,3.86E+07,3.48E+07,1.23E+07
35.74613,8.85E+07,3552133.972,9.43E+07,2.77E+07,1.99E+07,8383727.296,,35.74613,8.54E+07,8760420.107,1.35E+08,1.46E+07,3.43E+07,4331646.577,,35.74613,1.77E+07,1.47E+07,7.84E+06,6.09E+06,1.60E+06,1272871.512,,35.74613,8.18E+07,1.24E+07,1.18E+08,3.30E+07,3.11E+07,1.00E+07
35.81608,8.76E+07,2634677.105,9.76E+07,2.90E+07,2.10E+07,8798572.214,,35.81608,8.54E+07,9172805.956,1.36E+08,1.49E+07,3.46E+07,4424063.243,,35.81608,1.86E+07,1.43E+07,8.32E+06,5.97E+06,1.68E+06,1272725.351,,35.81608,8.58E+07,1.07E+07,1.08E+08,2.92E+07,2.74E+07,8382827.953
35.88604,8.71E+07,1971693.517,9.82E+07,2.98E+07,2.12E+07,9286872.829,,35.88604,8.53E+07,9621526.12,1.36E+08,1.51E+07,3.47E+07,4594362.871,,35.88604,2.03E+07,1.29E+07,9.20E+06,5.34E+06,1.86E+06,1151254.768,,35.88604,8.78E+07,1.07E+07,1.05E+08,2.90E+07,2.59E+07,8312230.442
35.95599,8.76E+07,1960227.025,9.29E+07,3.03E+07,1.97E+07,1.01E+07,,35.95599,8.50E+07,9729772.216,1.36E+08,1.50E+07,3.42E+07,4646225.693,,35.95599,2.36E+07,9073912.154,1.09E+07,3.73E+06,2.25E+06,8.09E+05,,35.95599,8.53E+07,1.42E+07,1.15E+08,3.15E+07,2.92E+07,9.98E+06
36.02594,8.81E+07,2892407.355,8.76E+07,3.19E+07,1.82E+07,1.11E+07,,36.02594,8.47E+07,9838021.355,1.35E+08,1.49E+07,3.38E+07,4753687.205,,36.02594,2.70E+07,5612565.677,1.27E+07,2.52E+06,2.64E+06,6.20E+05,,36.02594,8.29E+07,1.78E+07,1.25E+08,3.40E+07,3.26E+07,1.17E+07
36.0959,8.84E+07,3838525.093,8.36E+07,3.29E+07,1.70E+07,1.16E+07,,36.0959,8.46E+07,1.01E+07,1.35E+08,1.54E+07,3.37E+07,4904193.454,,36.0959,2.84E+07,5149276.736,1.35E+07,2.27E+06,2.87E+06,4.85E+05,,36.0959,7.95E+07,1.76E+07,1.35E+08,3.05E+07,3.58E+07,1.09E+07
36.16585,8.85E+07,4612555.05,8.16E+07,3.19E+07,1.62E+07,1.10E+07,,36.16585,8.48E+07,1.07E+07,1.36E+08,1.64E+07,3.43E+07,5064839.115,,36.16585,2.66E+07,1.15E+07,1.31E+07,5.69E+06,2.88E+06,1.28E+06,,36.16585,7.47E+07,1.15E+07,1.43E+08,1.83E+07,3.89E+07,6.78E+06
36.2358,8.86E+07,5680360.448,7.95E+07,3.09E+07,1.54E+07,1.04E+07,,36.2358,8.51E+07,1.12E+07,1.36E+08,1.74E+07,3.49E+07,5237594.311,,36.2358,2.49E+07,1.87E+07,1.27E+07,9.96E+06,2.89E+06,2.39E+06,,36.2358,6.98E+07,6.65E+06,1.52E+08,1.14E+07,4.20E+07,5.11E+06
36.30576,8.87E+07,6065493.924,7.88E+07,3.07E+07,1.51E+07,1.02E+07,,36.30576,8.53E+07,1.13E+07,1.37E+08,1.76E+07,3.54E+07,5199644.158,,36.30576,2.60E+07,2.49E+07,1.57E+07,1.63E+07,3.85E+06,4.36E+06,,36.30576,6.20E+07,8.01E+06,1.66E+08,1.60E+07,4.85E+07,8.66E+06
36.37571,8.88E+07,5507374.653,7.96E+07,3.16E+07,1.52E+07,1.05E+07,,36.37571,8.55E+07,1.07E+07,1.37E+08,1.70E+07,3.56E+07,4904130.806,,36.37571,3.06E+07,2.99E+07,2.28E+07,2.54E+07,5.95E+06,7.36E+06,,36.37571,5.05E+07,1.31E+07,1.85E+08,2.16E+07,5.92E+07,1.44E+07
36.44566,8.89E+07,4990971.769,8.04E+07,3.25E+07,1.54E+07,1.08E+07,,36.44566,8.57E+07,1.02E+07,1.38E+08,1.63E+07,3.59E+07,4612560.646,,36.44566,3.51E+07,3.49E+07,2.98E+07,3.47E+07,8.05E+06,1.04E+07,,36.44566,3.91E+07,1.83E+07,2.03E+08,2.75E+07,6.99E+07,2.01E+07
36.51562,8.92E+07,4366857.194,8.28E+07,3.11E+07,1.61E+07,1.04E+07,,36.51562,8.56E+07,9543737.336,1.38E+08,1.57E+07,3.59E+07,4402789.154,,36.51562,3.89E+07,3.60E+07,3.39E+07,3.42E+07,8.93E+06,1.01E+07,,36.51562,3.43E+07,2.09E+07,2.10E+08,3.22E+07,7.43E+07,2.28E+07
36.58557,8.96E+07,3644116.49,8.66E+07,2.84E+07,1.74E+07,9523217.235,,36.58557,8.51E+07,8902809.082,1.38E+08,1.51E+07,3.59E+07,4290447.664,,36.58557,4.20E+07,3.61E+07,3.52E+07,3.02E+07,8.74E+06,7670794.202,,36.58557,3.56E+07,2.27E+07,2.07E+08,3.77E+07,7.30E+07,2.35E+07
36.65552,9.00E+07,2990097.517,9.04E+07,2.67E+07,1.86E+07,8850720.834,,36.65552,8.46E+07,8290798.916,1.38E+08,1.45E+07,3.58E+07,4216132.673,,36.65552,4.51E+07,3.93E+07,3.66E+07,3.47E+07,8.55E+06,7586857.079,,36.65552,3.68E+07,2.62E+07,2.04E+08,4.47E+07,7.18E+07,2.54E+07
36.72548,8.98E+07,2541448.013,9.10E+07,2.74E+07,1.88E+07,9234674.655,,36.72548,8.49E+07,8177378.98,1.36E+08,1.43E+07,3.53E+07,4126792.446,,36.72548,4.47E+07,4.06E+07,3.61E+07,3.92E+07,8.38E+06,8738843.806,,36.72548,4.68E+07,2.27E+07,1.82E+08,3.92E+07,6.17E+07,2.14E+07
36.79543,8.92E+07,2343580.578,8.94E+07,2.96E+07,1.84E+07,1.03E+07,,36.79543,8.56E+07,8452381.233,1.34E+08,1.43E+07,3.46E+07,4028003.825,,36.79543,4.20E+07,4.00E+07,3.45E+07,4.08E+07,8.23E+06,9.67E+06,,36.79543,6.27E+07,1.39E+07,1.48E+08,2.50E+07,4.57E+07,1.32E+07
36.86538,8.87E+07,2390746.778,8.78E+07,3.23E+07,1.79E+07,1.15E+07,,36.86538,8.63E+07,8807303.443,1.32E+08,1.43E+07,3.39E+07,3954975.876,,36.86538,3.93E+07,4.00E+07,3.28E+07,4.29E+07,8.09E+06,1.08E+07,,36.86538,7.86E+07,5.59E+06,1.13E+08,1.17E+07,2.97E+07,5.11E+06
36.93534,8.88E+07,2614232.991,8.70E+07,3.12E+07,1.76E+07,1.11E+07,,36.93534,8.70E+07,9252929.048,1.31E+08,1.57E+07,3.31E+07,4150554.227,,36.93534,3.35E+07,3.41E+07,2.68E+07,3.54E+07,6.62E+06,8.94E+06,,36.93534,8.43E+07,2.48E+06,9.93E+07,1.33E+07,2.38E+07,3.75E+06
37.00529,8.92E+07,2845081.873,8.65E+07,2.81E+07,1.74E+07,9858885.093,,37.00529,8.78E+07,9724046.601,1.29E+08,1.80E+07,3.23E+07,4608813.929,,37.00529,2.61E+07,2.54E+07,1.87E+07,2.31E+07,4.50E+06,5658708.469,,37.00529,8.49E+07,1.99E+06,9.52E+07,2.21E+07,2.28E+07,6096009.361
37.07524,8.97E+07,3076259.676,8.60E+07,2.50E+07,1.71E+07,8610448.017,,37.07524,8.86E+07,1.02E+07,1.28E+08,2.05E+07,3.14E+07,5192916.76,,37.07524,1.88E+07,1.74E+07,1.06E+07,1.10E+07,2.38E+06,2430329.047,,37.07524,8.55E+07,3.24E+06,9.11E+07,3.15E+07,2.19E+07,8660112.675
37.1452,8.91E+07,2976119.399,8.61E+07,2.67E+07,1.72E+07,9245134.439,,37.1452,8.83E+07,1.06E+07,1.28E+08,2.12E+07,3.16E+07,5386723.436,,37.1452,1.53E+07,1.46E+07,7.57E+06,7.25E+06,1.60E+06,1447291.705,,37.1452,8.52E+07,2.30E+06,8.79E+07,3.74E+07,2.12E+07,1.06E+07
